Wall time,Step,Value
1701331749.0593197,33,1734.2763671875
1701331906.8035402,67,225.81431579589844
1701332064.0589523,101,164.43017578125
1701332221.6039946,135,125.72114562988281
1701332379.1227233,169,124.50224304199219
1701332536.631228,203,121.3046875
1701332693.8356316,237,137.23831176757812
1701332851.1908734,271,121.03624725341797
1701333008.6445677,305,120.17671203613281
1701333165.5805476,339,106.15733337402344
1701333322.766106,373,90.67017364501953
1701333479.7991421,407,91.52725219726562
1701333637.705942,441,83.78616333007812
1701333795.5239236,475,82.83765411376953
1701333953.4087448,509,93.25335693359375
1701334110.589311,543,85.45568084716797
1701334268.6957576,577,80.42039489746094
1701334426.0225017,611,90.16963958740234
1701334583.3802488,645,80.5927734375
1701334740.7435918,679,78.21249389648438
1701334898.610157,713,89.77462768554688
1701335056.5359664,747,79.79035186767578
1701335214.8299835,781,73.2728271484375
1701335371.9745228,815,76.58541870117188
1701335529.4200575,849,74.19110107421875
1701335686.5258725,883,77.59539031982422
1701335843.9010544,917,74.95928955078125
1701336001.2227945,951,75.35389709472656
1701336158.3666668,985,72.28333282470703
1701336315.3608763,1019,84.02503204345703
1701336472.6733453,1053,71.34027099609375
1701336630.0207944,1087,75.54483032226562
1701336787.7221177,1121,73.78406524658203
1701336945.148759,1155,75.51068878173828
1701337102.9509215,1189,68.54588317871094
1701337260.2910986,1223,78.01504516601562
1701337417.9968483,1257,75.79927825927734
1701337575.7328916,1291,72.9420166015625
1701337733.1731584,1325,74.31700897216797
1701337890.7110693,1359,71.78007507324219
1701338048.395398,1393,77.4399642944336
1701338205.9574878,1427,77.06390380859375
1701338363.4288664,1461,69.38298034667969
1701338521.2053018,1495,76.81269836425781
1701338678.832369,1529,73.97760772705078
1701338836.4796143,1563,74.63452911376953
1701338994.1403182,1597,73.29743194580078
1701339151.45506,1631,75.56273651123047
1701339309.0664492,1665,76.0848388671875
