Wall time,Step,Value
1702395968.4118912,33,907.8512573242188
1702396192.8618186,67,131.3428497314453
1702396416.050406,101,129.18429565429688
1702396644.031859,135,127.76676177978516
1702396867.9154356,169,130.1577606201172
1702397094.3305774,203,135.81382751464844
1702397319.5818586,237,138.68223571777344
1702397548.4452431,271,112.53300476074219
1702397774.8889048,305,118.09844207763672
1702397994.3591685,339,133.92063903808594
1702398221.4105482,373,109.7785873413086
1702398446.5377047,407,111.31330108642578
1702398670.9720013,441,96.24212646484375
1702398900.1078465,475,98.0627212524414
1702399128.229087,509,97.33828735351562
1702399354.7663784,543,107.37031555175781
1702399571.5931685,577,98.02083587646484
1702399794.4333425,611,95.2084732055664
1702400019.1630225,645,95.63568878173828
1702400238.2842035,679,93.30657958984375
1702400462.5967193,713,96.19055938720703
1702400688.889513,747,94.99668884277344
1702400915.3632362,781,86.96138763427734
1702401139.7646587,815,93.80125427246094
1702401365.7115128,849,89.41925811767578
1702401595.977914,883,93.62519073486328
1702401817.9549267,917,91.86212921142578
1702402038.670587,951,89.63066101074219
1702402264.365057,985,91.65869903564453
1702402490.3185353,1019,94.06951904296875
1702402715.165462,1053,95.80414581298828
1702402938.501793,1087,84.9917984008789
1702403166.051003,1121,87.7177734375
1702403389.5376918,1155,91.40518188476562
1702403619.0183902,1189,85.34649658203125
1702403848.8598368,1223,88.01253509521484
1702404067.0212936,1257,89.48147583007812
1702404278.200532,1291,84.80167388916016
1702404492.6285744,1325,97.96656799316406
1702404712.3836343,1359,84.3670425415039
1702404917.1649828,1393,90.98835754394531
1702405080.2647245,1427,88.16126251220703
1702405242.5552316,1461,85.60504150390625
1702405407.55576,1495,78.32698822021484
1702405568.9553242,1529,90.01940155029297
1702405730.8283954,1563,88.36964416503906
1702405892.3431685,1597,90.66818237304688
1702406054.271132,1631,92.64978790283203
1702406216.051956,1665,94.62152862548828
1702406378.8033528,1699,93.23797607421875
1702406541.234676,1733,89.13922119140625
1702406702.4836252,1767,88.23409271240234
1702406862.1359353,1801,87.38009643554688
1702407020.2335422,1835,89.0196533203125
1702407178.2363281,1869,91.21876525878906
1702407336.2060485,1903,91.74691772460938
1702407494.6395319,1937,86.0021743774414
1702407652.6128442,1971,84.41654205322266
1702407810.6866117,2005,87.9822769165039
1702407968.1905773,2039,87.6179428100586
1702408125.942492,2073,81.11312866210938
1702408284.325377,2107,88.62681579589844
1702408442.2654142,2141,85.61384582519531
1702408600.284369,2175,87.02295684814453
1702408758.0737877,2209,90.09591674804688
1702408916.0286498,2243,89.80846405029297
