Wall time,Step,Value
1702396184.300193,67,639.709228515625
1702396415.2090707,135,173.3878936767578
1702396642.8327332,203,158.27874755859375
1702396872.3527112,271,158.51449584960938
1702397090.061278,339,132.80648803710938
1702397319.7953963,407,158.8169403076172
1702397543.0466697,475,138.254150390625
1702397775.3607237,543,154.3819122314453
1702398009.104675,611,134.04881286621094
1702398239.7013736,679,128.8494873046875
1702398467.0641882,747,118.1849594116211
1702398689.0309737,815,102.59781646728516
1702398914.4400494,883,99.26280975341797
1702399137.5702732,951,105.91404724121094
1702399361.043533,1019,111.42567443847656
1702399589.1425915,1087,93.76658630371094
1702399824.0726972,1155,106.46775817871094
1702400051.675794,1223,107.13162231445312
1702400283.6630034,1291,103.36981201171875
1702400518.1249988,1359,101.59941864013672
1702400748.0525312,1427,95.57183837890625
1702400975.2874773,1495,92.59038543701172
1702401207.6729975,1563,95.36199951171875
1702401438.8451087,1631,92.75733947753906
1702401665.0685887,1699,93.69135284423828
1702401891.1395788,1767,102.48555755615234
1702402117.1180177,1835,93.73409271240234
1702402346.065849,1903,86.48377227783203
1702402579.0743,1971,82.79905700683594
1702402809.4634972,2039,84.79563903808594
1702403039.0388837,2107,104.90355682373047
1702403267.1948004,2175,98.24488830566406
1702403486.861377,2243,89.49623107910156
1702403715.7183452,2311,91.57940673828125
1702403949.752061,2379,91.91619873046875
1702404187.6499016,2447,95.02752685546875
1702404426.894987,2515,91.1280288696289
1702404670.9131026,2583,95.71634674072266
1702404897.6160443,2651,91.66644287109375
1702405056.849571,2719,85.12623596191406
1702405215.1869192,2787,93.43905639648438
1702405373.66425,2855,90.34601593017578
1702405530.5394201,2923,86.97846221923828
1702405687.9082947,2991,97.72818756103516
1702405843.769831,3059,87.4925765991211
1702405999.5362074,3127,96.06766510009766
1702406155.1697583,3195,94.62931823730469
1702406310.439179,3263,96.73277282714844
1702406466.524276,3331,104.94575500488281
1702406622.7464945,3399,93.63475799560547
1702406778.8238502,3467,91.6676025390625
