Wall time,Step,Value
1702395968.4117951,33,1878700.0
1702396192.861718,67,28403.48046875
1702396416.0503068,101,27291.81640625
1702396644.0317636,135,27163.416015625
1702396867.9153175,169,28276.994140625
1702397094.3304794,203,29408.265625
1702397319.5817707,237,30875.109375
1702397548.4451451,271,21049.84375
1702397774.8888097,305,22960.94140625
1702397994.3590748,339,30087.837890625
1702398221.4104474,373,20528.802734375
1702398446.5376077,407,20829.693359375
1702398670.9718983,441,15961.3896484375
1702398900.107754,475,16641.78125
1702399128.2289844,509,16806.28125
1702399354.766279,543,19386.13671875
1702399571.5930758,577,16795.2890625
1702399794.4332373,611,16086.2685546875
1702400019.1629305,645,15429.8291015625
1702400238.2840793,679,15369.6572265625
1702400462.5966282,713,15470.6103515625
1702400688.8894172,747,15397.8974609375
1702400915.363143,781,13281.9287109375
1702401139.764567,815,15277.953125
1702401365.7114084,849,13868.1669921875
1702401595.9778175,883,14896.4140625
1702401817.9548218,917,14636.33203125
1702402038.6704838,951,13925.55859375
1702402264.3649604,985,14366.6044921875
1702402490.3184423,1019,15271.6904296875
1702402715.1653543,1053,15488.845703125
1702402938.5016973,1087,12562.3349609375
1702403166.050912,1121,13243.26953125
1702403389.5375948,1155,14268.0205078125
1702403619.0182922,1189,12667.7216796875
1702403848.859745,1223,13598.4130859375
1702404067.021201,1257,13874.28125
1702404278.2004437,1291,12362.18359375
1702404492.6284814,1325,16720.537109375
1702404712.3835442,1359,12402.248046875
1702404917.1648927,1393,14275.78515625
1702405080.2646294,1427,13394.205078125
1702405242.5551364,1461,12668.2294921875
1702405407.5556602,1495,10866.7138671875
1702405568.9552338,1529,14048.38671875
1702405730.8283162,1563,13570.970703125
1702405892.3430727,1597,14546.34765625
1702406054.2710323,1631,14967.548828125
1702406216.0518625,1665,15167.0576171875
1702406378.8032627,1699,15116.595703125
1702406541.2345822,1733,13963.3994140625
1702406702.483532,1767,13367.482421875
1702406862.135843,1801,13467.814453125
1702407020.2334507,1835,13591.17578125
1702407178.2362425,1869,13617.07421875
1702407336.205949,1903,14396.5556640625
1702407494.6394434,1937,12737.8671875
1702407652.6127555,1971,12573.5400390625
1702407810.6865163,2005,13416.58203125
1702407968.1904817,2039,13321.1982421875
1702408125.9423962,2073,11507.513671875
1702408284.3252654,2107,13665.8955078125
1702408442.2653246,2141,12699.8203125
1702408600.2842753,2175,13316.68359375
1702408758.0737007,2209,13820.7568359375
1702408916.0285606,2243,14001.1572265625
